elapsed_seconds,pid,vm_rss_kb,vm_hwm_kb,vm_data_kb,vm_swap_kb,threads,process_cpu_ticks,system_cpu_ticks,logical_cpus
0.145,23426,65780,65780,1872852,86304,26,39,1229063774,12
1.427,23426,362964,362964,2485456,84772,50,407,1229065314,12
2.706,23426,373040,373040,2502608,84668,50,984,1229066859,12
4.006,23426,381244,382784,2508752,84592,50,1291,1229068449,12
