elapsed_seconds,pid,vm_rss_kb,vm_hwm_kb,vm_data_kb,vm_swap_kb,threads,process_cpu_ticks,system_cpu_ticks,logical_cpus
0.146,4677,47800,47800,1870636,91216,22,31,3386065630,12
1.453,4677,170420,170948,2459604,84568,49,137,3386067188,12
2.749,4677,366224,366464,2495956,84468,49,387,3386068747,12
4.038,4677,371236,371916,2499796,84432,49,574,3386070311,12
5.392,4677,375392,376152,2503380,84388,49,812,3386071927,12
6.743,4677,377996,377996,2505940,84380,49,1021,3386073602,12
