elapsed_seconds,pid,vm_rss_kb,vm_hwm_kb,vm_data_kb,vm_swap_kb,threads,process_cpu_ticks,system_cpu_ticks,logical_cpus
0.124,24242,44800,44800,1859816,91400,21,24,1229094604,12
1.449,24242,364572,364572,2486192,84800,49,442,1229096199,12
2.751,24242,153876,365004,2461360,84736,25,539,1229097758,12
