elapsed_seconds,pid,vm_rss_kb,vm_hwm_kb,vm_data_kb,vm_swap_kb,threads,process_cpu_ticks,system_cpu_ticks,logical_cpus
0.123,57369,46428,46428,1860360,91556,21,28,2751393771,12
1.429,57369,169716,169716,2452688,84688,49,126,2751395318,12
1.715,57369,169716,169716,2452688,84688,49,126,2751395670,12
2.983,57369,169748,169748,2452688,84684,49,126,2751397188,12
4.289,57369,169748,169748,2452688,84684,49,127,2751398789,12
5.603,57369,169764,169764,2452688,84684,49,127,2751400371,12
