elapsed_s,pid,VmRSS_kB,threads,cgroup,frozen
0.127,29033,101736 kB,13,5:net_prio:/;4:memory:/apps/com.amphion.dingqiao.demo;3:cpuset:/top-app;2:cpu:/top-app;1:blkio:/;0::/apps/uid_10631/pid_29033,0
2.326,29201,366116 kB,51,5:net_prio:/;4:memory:/apps/com.amphion.dingqiao.demo;3:cpuset:/top-app;2:cpu:/top-app;1:blkio:/;0::/apps/uid_10631/pid_29201,0
4.471,29201,1076144 kB,57,5:net_prio:/;4:memory:/apps/com.amphion.dingqiao.demo;3:cpuset:/top-app;2:cpu:/top-app;1:blkio:/;0::/apps/uid_10631/pid_29201,0
6.683,29201,1162940 kB,57,5:net_prio:/;4:memory:/apps/com.amphion.dingqiao.demo;3:cpuset:/top-app;2:cpu:/top-app;1:blkio:/;0::/apps/uid_10631/pid_29201,0
