elapsed_s,pid,VmRSS_kB,threads,cgroup,frozen
0.109,5636,112140 kB,13,5:net_prio:/;4:memory:/apps/com.amphion.dingqiao.demo;3:cpuset:/top-app;2:cpu:/top-app;1:blkio:/;0::/apps/uid_10631/pid_5636,0
2.322,5800,465412 kB,50,5:net_prio:/;4:memory:/apps/com.amphion.dingqiao.demo;3:cpuset:/top-app;2:cpu:/top-app;1:blkio:/;0::/apps/uid_10631/pid_5800,0
4.532,5800,1168068 kB,58,5:net_prio:/;4:memory:/apps/com.amphion.dingqiao.demo;3:cpuset:/top-app;2:cpu:/top-app;1:blkio:/;0::/apps/uid_10631/pid_5800,0
6.746,5800,1164700 kB,59,5:net_prio:/;4:memory:/apps/com.amphion.dingqiao.demo;3:cpuset:/top-app;2:cpu:/top-app;1:blkio:/;0::/apps/uid_10631/pid_5800,0
