elapsed_seconds,pid,vm_rss_kb,vm_hwm_kb,vm_data_kb,vm_swap_kb,threads,process_cpu_ticks,system_cpu_ticks,logical_cpus
0.128,40208,46048,46048,1859300,91480,20,30,3489268885,12
1.441,40208,373332,374240,2476244,84452,49,368,3489270421,12
2.723,40208,378912,378952,2513876,84380,49,835,3489271958,12
