elapsed_s,pid,VmRSS_kB,threads,cgroup,frozen
2.591,6052,266536 kB,49,5:schedtune:/top-app;4:memory:/;3:cpuset:/top-app;2:cpu:/;1:blkio:/;0::/uid_10254/pid_6052,0
4.844,6052,320940 kB,57,5:schedtune:/top-app;4:memory:/;3:cpuset:/top-app;2:cpu:/;1:blkio:/;0::/uid_10254/pid_6052,0
7.078,6052,320780 kB,60,5:schedtune:/top-app;4:memory:/;3:cpuset:/top-app;2:cpu:/;1:blkio:/;0::/uid_10254/pid_6052,0
9.2,6052,321776 kB,58,5:schedtune:/top-app;4:memory:/;3:cpuset:/top-app;2:cpu:/;1:blkio:/;0::/uid_10254/pid_6052,0
11.369,6052,439868 kB,65,5:schedtune:/top-app;4:memory:/;3:cpuset:/top-app;2:cpu:/;1:blkio:/;0::/uid_10254/pid_6052,0
13.572,6052,323488 kB,58,5:schedtune:/top-app;4:memory:/;3:cpuset:/top-app;2:cpu:/;1:blkio:/;0::/uid_10254/pid_6052,0
15.736,6052,488796 kB,65,5:schedtune:/top-app;4:memory:/;3:cpuset:/top-app;2:cpu:/;1:blkio:/;0::/uid_10254/pid_6052,0
