elapsed_seconds,pid,vm_rss_kb,vm_hwm_kb,vm_data_kb,vm_swap_kb,threads,process_cpu_ticks,system_cpu_ticks,logical_cpus
0.142,9272,62712,62712,1874876,86536,25,38,1545200086,12
1.444,9272,360788,360788,2491064,84772,49,396,1545201653,12
1.75,9272,360788,360788,2491064,84772,49,396,1545202024,12
3.02,9272,360816,360816,2491064,84768,49,396,1545203551,12
4.331,9272,360816,360816,2491064,84768,49,396,1545205147,12
5.683,9272,360824,360824,2491064,84768,49,396,1545206767,12
