elapsed_seconds,pid,vm_rss_kb,vm_hwm_kb,vm_data_kb,vm_swap_kb,threads,process_cpu_ticks,system_cpu_ticks,logical_cpus
0.149,6371,61476,61476,1865940,86580,25,32,3386133429,12
1.412,6371,363164,363164,2485460,84508,49,328,3386134954,12
2.679,6371,384140,384140,2501076,84336,49,827,3386136467,12
3.944,6371,399872,399872,2511572,84316,49,1292,3386137986,12
