elapsed_seconds,pid,vm_rss_kb,vm_hwm_kb,vm_data_kb,vm_swap_kb,threads,process_cpu_ticks,system_cpu_ticks,logical_cpus
0.13,21678,45556,45556,1860328,91292,21,25,1228986755,12
1.414,21678,361228,366864,2501552,84796,49,414,1228988293,12
2.708,21678,374752,376484,2510768,84656,49,929,1228989849,12
